-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
                           [kg/kmol]   [cal/mol/K]    [kcal/mol]    [kcal/mol]   [cal/mol/K]   [cal/mol/K]    [kcal/mol]    [kcal/mol]   [cal/mol/K] 
-----------------------------------------------------------------------------------------------------------------------------------------------------
   THERMO TABLE FOR MOLECULE CH3CCH2OHCH3
 ====================================================================================================
   Elemental Composition:
     C 4.0000
     H 9.0000
     O 1.0000
   Formation Enthalpy at 298K =          -23.5168 kcal/mol
   Formation Free Gibbs Energy at 298K = -49.8102 kcal/mol
   Molecular Weight =                    73.1150 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      25.3386       -23.4662      -49.9868      88.4020       0.0506        -0.1766       
     600.0000      40.1415       -13.5374      -79.9875      110.7501      9.9794        -30.1773      
     800.0000      47.6232       -4.7305       -103.4236     123.3664      18.7863       -53.6134      
     1000.0000     53.4424       5.4010        -129.2452     134.6462      28.9178       -79.4350      
     1200.0000     57.9133       16.5566       -157.2074     144.8033      40.0734       -107.3972     
     1400.0000     61.3156       28.4952       -187.1024     153.9983      52.0120       -137.2922     
     1600.0000     63.8926       41.0279       -218.7513     162.3620      64.5447       -168.9411     
     1800.0000     65.8520       54.0112       -251.9993     170.0058      77.5280       -202.1891     
     2000.0000     67.3652       67.3391       -286.7121     177.0256      90.8559       -236.9019     
     2200.0000     68.5679       80.9366       -322.7735     183.5046      104.4534      -272.9633     
     2400.0000     69.5597       94.7523       -360.0827     189.5146      118.2691      -310.2725     
     2600.0000     70.4041       108.7508      -398.5521     195.1165      132.2676      -348.7419     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH2CHCH2OHCH3
 ====================================================================================================
   Elemental Composition:
     C 4.0000
     H 9.0000
     O 1.0000
   Formation Enthalpy at 298K =          -18.9030 kcal/mol
   Formation Free Gibbs Energy at 298K = -45.0737 kcal/mol
   Molecular Weight =                    73.1150 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      25.4410       -18.8523      -45.2495      87.9908       0.0507        -0.1758       
     600.0000      41.8485       -8.5801       -75.2210      111.0682      10.3230       -30.1472      
     800.0000      49.3506       0.5779        -98.7736      124.1893      19.4809       -53.6998      
     1000.0000     54.8734       11.0285       -124.7978     135.8263      29.9315       -79.7241      
     1200.0000     58.9549       22.4314       -153.0206     146.2100      41.3345       -107.9469     
     1400.0000     62.0245       34.5432       -183.2116     155.5392      53.4463       -138.1379     
     1600.0000     64.4031       47.1954       -215.1773     163.9829      66.0984       -170.1036     
     1800.0000     66.3032       60.2728       -248.7552     171.6822      79.1758       -203.6815     
     2000.0000     67.8351       73.6922       -283.8082     178.7502      92.5953       -238.7345     
     2200.0000     69.0592       87.3863       -320.2191     185.2752      106.2894      -275.1454     
     2400.0000     70.0278       101.2989      -357.8868     191.3274      120.2019      -312.8130     
     2600.0000     70.7879       115.3836      -396.7224     196.9638      134.2866      -351.6487     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE MEK
 ====================================================================================================
   Elemental Composition:
     C 4.0000
     H 8.0000
     O 1.0000
   Formation Enthalpy at 298K =          -57.3653 kcal/mol
   Formation Free Gibbs Energy at 298K = -81.5611 kcal/mol
   Molecular Weight =                    72.1070 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      23.8771       -57.3176      -81.7236      81.3533       0.0476        -0.1625       
     600.0000      38.0208       -47.8967      -109.4295     102.5547      9.4686        -27.8684      
     800.0000      44.7898       -39.5855      -131.1558     114.4629      17.7797       -49.5948      
     1000.0000     49.9623       -30.0871      -155.1261     125.0390      27.2782       -73.5650      
     1200.0000     53.9166       -19.6817      -181.0981     134.5137      37.6836       -99.5371      
     1400.0000     56.9621       -8.5809       -208.8700     143.0637      48.7844       -127.3089     
     1600.0000     59.3398       3.0588        -238.2715     150.8315      60.4241       -156.7104     
